Home,Division,Shift date,Hour,Actual_Number,Day
Dishoom Covent Garden,Expo,2022-07-11,23,1,Monday
Dishoom Covent Garden,Expo,2022-07-11,24,1,Monday
Dishoom Covent Garden,Expo,2022-07-16,8,1,Saturday
Dishoom Covent Garden,Expo,2022-07-16,9,1,Saturday
Dishoom Covent Garden,Expo,2022-07-16,10,1,Saturday
Dishoom Covent Garden,Expo,2022-07-16,11,1,Saturday
Dishoom Covent Garden,Expo,2022-07-16,12,1,Saturday
Dishoom Covent Garden,Expo,2022-07-16,13,1,Saturday
Dishoom Covent Garden,Expo,2022-07-16,14,1,Saturday
Dishoom Covent Garden,Expo,2022-07-16,15,1,Saturday
Dishoom Covent Garden,Expo,2022-07-16,16,1,Saturday
Dishoom Covent Garden,Expo,2022-07-16,17,2,Saturday
Dishoom Covent Garden,Expo,2022-07-16,18,2,Saturday
Dishoom Covent Garden,Expo,2022-07-16,19,2,Saturday
Dishoom Covent Garden,Expo,2022-07-16,20,2,Saturday
Dishoom Covent Garden,Expo,2022-07-16,21,2,Saturday
Dishoom Covent Garden,Expo,2022-07-16,22,2,Saturday
Dishoom Covent Garden,Expo,2022-07-16,23,2,Saturday
Dishoom Covent Garden,Expo,2022-07-16,24,1,Saturday
Dishoom Covent Garden,Expo,2022-07-16,25,1,Saturday
Dishoom Covent Garden,Expo,2022-07-23,8,1,Saturday
Dishoom Covent Garden,Expo,2022-07-23,9,2,Saturday
Dishoom Covent Garden,Expo,2022-07-23,10,2,Saturday
Dishoom Covent Garden,Expo,2022-07-23,11,2,Saturday
Dishoom Covent Garden,Expo,2022-07-23,12,2,Saturday
Dishoom Covent Garden,Expo,2022-07-23,13,2,Saturday
Dishoom Covent Garden,Expo,2022-07-23,14,2,Saturday
Dishoom Covent Garden,Expo,2022-07-23,15,2,Saturday
Dishoom Covent Garden,Expo,2022-07-23,16,2,Saturday
Dishoom Covent Garden,Expo,2022-07-23,17,1,Saturday
Dishoom Covent Garden,Expo,2022-07-23,18,1,Saturday
Dishoom Covent Garden,Expo,2022-07-23,19,1,Saturday
Dishoom Covent Garden,Expo,2022-07-23,20,1,Saturday
Dishoom Covent Garden,Expo,2022-07-23,21,1,Saturday
Dishoom Covent Garden,Expo,2022-07-23,22,1,Saturday
Dishoom Covent Garden,Expo,2022-07-23,23,1,Saturday
Dishoom Covent Garden,Expo,2022-07-24,8,1,Sunday
Dishoom Covent Garden,Expo,2022-07-24,9,2,Sunday
Dishoom Covent Garden,Expo,2022-07-24,10,2,Sunday
Dishoom Covent Garden,Expo,2022-07-24,11,2,Sunday
Dishoom Covent Garden,Expo,2022-07-24,12,2,Sunday
Dishoom Covent Garden,Expo,2022-07-24,13,2,Sunday
Dishoom Covent Garden,Expo,2022-07-24,14,2,Sunday
Dishoom Covent Garden,Expo,2022-07-24,15,2,Sunday
Dishoom Covent Garden,Expo,2022-07-24,16,2,Sunday
Dishoom Covent Garden,Expo,2022-07-24,17,2,Sunday
Dishoom Covent Garden,Expo,2022-07-24,18,2,Sunday
Dishoom Covent Garden,Expo,2022-07-24,19,2,Sunday
Dishoom Covent Garden,Expo,2022-07-24,20,2,Sunday
Dishoom Covent Garden,Expo,2022-07-24,21,2,Sunday
Dishoom Covent Garden,Expo,2022-07-24,22,2,Sunday
Dishoom Covent Garden,Expo,2022-07-24,23,1,Sunday
Dishoom Covent Garden,Expo,2022-07-24,24,1,Sunday
Dishoom Covent Garden,Expo,2022-07-28,7,1,Thursday
Dishoom Covent Garden,Expo,2022-07-28,8,2,Thursday
Dishoom Covent Garden,Expo,2022-07-28,9,2,Thursday
Dishoom Covent Garden,Expo,2022-07-28,10,2,Thursday
Dishoom Covent Garden,Expo,2022-07-28,11,2,Thursday
Dishoom Covent Garden,Expo,2022-07-28,12,2,Thursday
Dishoom Covent Garden,Expo,2022-07-28,13,2,Thursday
Dishoom Covent Garden,Expo,2022-07-28,14,2,Thursday
Dishoom Covent Garden,Expo,2022-07-28,15,2,Thursday
Dishoom Covent Garden,Expo,2022-07-28,16,2,Thursday
Dishoom Covent Garden,Expo,2022-07-28,17,2,Thursday
Dishoom Covent Garden,Expo,2022-07-28,18,2,Thursday
Dishoom Covent Garden,Expo,2022-07-28,19,2,Thursday
Dishoom Covent Garden,Expo,2022-07-28,20,2,Thursday
Dishoom Covent Garden,Expo,2022-07-28,21,2,Thursday
Dishoom Covent Garden,Expo,2022-07-28,22,2,Thursday
Dishoom Covent Garden,Expo,2022-07-28,23,1,Thursday
Dishoom Covent Garden,Servers,2022-07-01,7,3,Friday
Dishoom Covent Garden,Servers,2022-07-01,8,8,Friday
Dishoom Covent Garden,Servers,2022-07-01,9,10,Friday
Dishoom Covent Garden,Servers,2022-07-01,10,10,Friday
Dishoom Covent Garden,Servers,2022-07-01,11,14,Friday
Dishoom Covent Garden,Servers,2022-07-01,12,14,Friday
Dishoom Covent Garden,Servers,2022-07-01,13,14,Friday
Dishoom Covent Garden,Servers,2022-07-01,14,14,Friday
Dishoom Covent Garden,Servers,2022-07-01,15,25,Friday
Dishoom Covent Garden,Servers,2022-07-01,16,22,Friday
Dishoom Covent Garden,Servers,2022-07-01,17,15,Friday
Dishoom Covent Garden,Servers,2022-07-01,18,15,Friday
Dishoom Covent Garden,Servers,2022-07-01,19,15,Friday
Dishoom Covent Garden,Servers,2022-07-01,20,15,Friday
Dishoom Covent Garden,Servers,2022-07-01,21,15,Friday
Dishoom Covent Garden,Servers,2022-07-01,22,15,Friday
Dishoom Covent Garden,Servers,2022-07-01,23,15,Friday
Dishoom Covent Garden,Servers,2022-07-01,24,15,Friday
Dishoom Covent Garden,Servers,2022-07-02,8,3,Saturday
Dishoom Covent Garden,Servers,2022-07-02,9,8,Saturday
Dishoom Covent Garden,Servers,2022-07-02,10,12,Saturday
Dishoom Covent Garden,Servers,2022-07-02,11,14,Saturday
Dishoom Covent Garden,Servers,2022-07-02,12,14,Saturday
Dishoom Covent Garden,Servers,2022-07-02,13,14,Saturday
Dishoom Covent Garden,Servers,2022-07-02,14,14,Saturday
Dishoom Covent Garden,Servers,2022-07-02,15,28,Saturday
Dishoom Covent Garden,Servers,2022-07-02,16,20,Saturday
Dishoom Covent Garden,Servers,2022-07-02,17,16,Saturday
Dishoom Covent Garden,Servers,2022-07-02,18,16,Saturday
Dishoom Covent Garden,Servers,2022-07-02,19,16,Saturday
Dishoom Covent Garden,Servers,2022-07-02,20,16,Saturday
Dishoom Covent Garden,Servers,2022-07-02,21,16,Saturday
Dishoom Covent Garden,Servers,2022-07-02,22,16,Saturday
Dishoom Covent Garden,Servers,2022-07-02,23,16,Saturday
Dishoom Covent Garden,Servers,2022-07-02,24,16,Saturday
Dishoom Covent Garden,Servers,2022-07-08,7,3,Friday
Dishoom Covent Garden,Servers,2022-07-08,8,6,Friday
Dishoom Covent Garden,Servers,2022-07-08,9,12,Friday
Dishoom Covent Garden,Servers,2022-07-08,10,12,Friday
Dishoom Covent Garden,Servers,2022-07-08,11,13,Friday
Dishoom Covent Garden,Servers,2022-07-08,12,13,Friday
Dishoom Covent Garden,Servers,2022-07-08,13,13,Friday
Dishoom Covent Garden,Servers,2022-07-08,14,13,Friday
Dishoom Covent Garden,Servers,2022-07-08,15,27,Friday
Dishoom Covent Garden,Servers,2022-07-08,16,18,Friday
Dishoom Covent Garden,Servers,2022-07-08,17,16,Friday
Dishoom Covent Garden,Servers,2022-07-08,18,16,Friday
Dishoom Covent Garden,Servers,2022-07-08,19,16,Friday
Dishoom Covent Garden,Servers,2022-07-08,20,16,Friday
Dishoom Covent Garden,Servers,2022-07-08,21,16,Friday
Dishoom Covent Garden,Servers,2022-07-08,22,16,Friday
Dishoom Covent Garden,Servers,2022-07-08,23,16,Friday
Dishoom Covent Garden,Servers,2022-07-08,24,16,Friday
Dishoom Covent Garden,Servers,2022-07-09,8,3,Saturday
Dishoom Covent Garden,Servers,2022-07-09,9,11,Saturday
Dishoom Covent Garden,Servers,2022-07-09,10,15,Saturday
Dishoom Covent Garden,Servers,2022-07-09,11,16,Saturday
Dishoom Covent Garden,Servers,2022-07-09,12,16,Saturday
Dishoom Covent Garden,Servers,2022-07-09,13,16,Saturday
Dishoom Covent Garden,Servers,2022-07-09,14,16,Saturday
Dishoom Covent Garden,Servers,2022-07-09,15,29,Saturday
Dishoom Covent Garden,Servers,2022-07-09,16,16,Saturday
Dishoom Covent Garden,Servers,2022-07-09,17,15,Saturday
Dishoom Covent Garden,Servers,2022-07-09,18,15,Saturday
Dishoom Covent Garden,Servers,2022-07-09,19,15,Saturday
Dishoom Covent Garden,Servers,2022-07-09,20,15,Saturday
Dishoom Covent Garden,Servers,2022-07-09,21,15,Saturday
Dishoom Covent Garden,Servers,2022-07-09,22,15,Saturday
Dishoom Covent Garden,Servers,2022-07-09,23,14,Saturday
Dishoom Covent Garden,Servers,2022-07-09,24,14,Saturday
Dishoom Covent Garden,Servers,2022-07-09,25,3,Saturday
Dishoom Covent Garden,Servers,2022-07-11,6,1,Monday
Dishoom Covent Garden,Servers,2022-07-11,7,2,Monday
Dishoom Covent Garden,Servers,2022-07-11,8,6,Monday
Dishoom Covent Garden,Servers,2022-07-11,9,8,Monday
Dishoom Covent Garden,Servers,2022-07-11,10,8,Monday
Dishoom Covent Garden,Servers,2022-07-11,11,12,Monday
Dishoom Covent Garden,Servers,2022-07-11,12,12,Monday
Dishoom Covent Garden,Servers,2022-07-11,13,12,Monday
Dishoom Covent Garden,Servers,2022-07-11,14,14,Monday
Dishoom Covent Garden,Servers,2022-07-11,15,21,Monday
Dishoom Covent Garden,Servers,2022-07-11,16,17,Monday
Dishoom Covent Garden,Servers,2022-07-11,17,15,Monday
Dishoom Covent Garden,Servers,2022-07-11,18,14,Monday
Dishoom Covent Garden,Servers,2022-07-11,19,14,Monday
Dishoom Covent Garden,Servers,2022-07-11,20,14,Monday
Dishoom Covent Garden,Servers,2022-07-11,21,13,Monday
Dishoom Covent Garden,Servers,2022-07-11,22,13,Monday
Dishoom Covent Garden,Servers,2022-07-11,23,13,Monday
Dishoom Covent Garden,Servers,2022-07-11,24,6,Monday
Dishoom Covent Garden,Servers,2022-07-12,7,3,Tuesday
Dishoom Covent Garden,Servers,2022-07-12,8,5,Tuesday
Dishoom Covent Garden,Servers,2022-07-12,9,6,Tuesday
Dishoom Covent Garden,Servers,2022-07-12,10,6,Tuesday
Dishoom Covent Garden,Servers,2022-07-12,11,12,Tuesday
Dishoom Covent Garden,Servers,2022-07-12,12,12,Tuesday
Dishoom Covent Garden,Servers,2022-07-12,13,12,Tuesday
Dishoom Covent Garden,Servers,2022-07-12,14,12,Tuesday
Dishoom Covent Garden,Servers,2022-07-12,15,19,Tuesday
Dishoom Covent Garden,Servers,2022-07-12,16,17,Tuesday
Dishoom Covent Garden,Servers,2022-07-12,17,13,Tuesday
Dishoom Covent Garden,Servers,2022-07-12,18,13,Tuesday
Dishoom Covent Garden,Servers,2022-07-12,19,13,Tuesday
Dishoom Covent Garden,Servers,2022-07-12,20,13,Tuesday
Dishoom Covent Garden,Servers,2022-07-12,21,13,Tuesday
Dishoom Covent Garden,Servers,2022-07-12,22,13,Tuesday
Dishoom Covent Garden,Servers,2022-07-12,23,11,Tuesday
Dishoom Covent Garden,Servers,2022-07-14,7,3,Thursday
Dishoom Covent Garden,Servers,2022-07-14,8,6,Thursday
Dishoom Covent Garden,Servers,2022-07-14,9,8,Thursday
Dishoom Covent Garden,Servers,2022-07-14,10,9,Thursday
Dishoom Covent Garden,Servers,2022-07-14,11,13,Thursday
Dishoom Covent Garden,Servers,2022-07-14,12,13,Thursday
Dishoom Covent Garden,Servers,2022-07-14,13,13,Thursday
Dishoom Covent Garden,Servers,2022-07-14,14,13,Thursday
Dishoom Covent Garden,Servers,2022-07-14,15,24,Thursday
Dishoom Covent Garden,Servers,2022-07-14,16,19,Thursday
Dishoom Covent Garden,Servers,2022-07-14,17,15,Thursday
Dishoom Covent Garden,Servers,2022-07-14,18,15,Thursday
Dishoom Covent Garden,Servers,2022-07-14,19,15,Thursday
Dishoom Covent Garden,Servers,2022-07-14,20,15,Thursday
Dishoom Covent Garden,Servers,2022-07-14,21,15,Thursday
Dishoom Covent Garden,Servers,2022-07-14,22,15,Thursday
Dishoom Covent Garden,Servers,2022-07-14,23,15,Thursday
Dishoom Covent Garden,Servers,2022-07-15,7,3,Friday
Dishoom Covent Garden,Servers,2022-07-15,8,6,Friday
Dishoom Covent Garden,Servers,2022-07-15,9,9,Friday
Dishoom Covent Garden,Servers,2022-07-15,10,9,Friday
Dishoom Covent Garden,Servers,2022-07-15,11,14,Friday
Dishoom Covent Garden,Servers,2022-07-15,12,14,Friday
Dishoom Covent Garden,Servers,2022-07-15,13,14,Friday
Dishoom Covent Garden,Servers,2022-07-15,14,14,Friday
Dishoom Covent Garden,Servers,2022-07-15,15,25,Friday
Dishoom Covent Garden,Servers,2022-07-15,16,19,Friday
Dishoom Covent Garden,Servers,2022-07-15,17,15,Friday
Dishoom Covent Garden,Servers,2022-07-15,18,15,Friday
Dishoom Covent Garden,Servers,2022-07-15,19,15,Friday
Dishoom Covent Garden,Servers,2022-07-15,20,15,Friday
Dishoom Covent Garden,Servers,2022-07-15,21,15,Friday
Dishoom Covent Garden,Servers,2022-07-15,22,15,Friday
Dishoom Covent Garden,Servers,2022-07-15,23,15,Friday
Dishoom Covent Garden,Servers,2022-07-15,24,14,Friday
Dishoom Covent Garden,Servers,2022-07-16,8,2,Saturday
Dishoom Covent Garden,Servers,2022-07-16,9,10,Saturday
Dishoom Covent Garden,Servers,2022-07-16,10,13,Saturday
Dishoom Covent Garden,Servers,2022-07-16,11,14,Saturday
Dishoom Covent Garden,Servers,2022-07-16,12,15,Saturday
Dishoom Covent Garden,Servers,2022-07-16,13,15,Saturday
Dishoom Covent Garden,Servers,2022-07-16,14,15,Saturday
Dishoom Covent Garden,Servers,2022-07-16,15,29,Saturday
Dishoom Covent Garden,Servers,2022-07-16,16,20,Saturday
Dishoom Covent Garden,Servers,2022-07-16,17,17,Saturday
Dishoom Covent Garden,Servers,2022-07-16,18,17,Saturday
Dishoom Covent Garden,Servers,2022-07-16,19,17,Saturday
Dishoom Covent Garden,Servers,2022-07-16,20,17,Saturday
Dishoom Covent Garden,Servers,2022-07-16,21,17,Saturday
Dishoom Covent Garden,Servers,2022-07-16,22,17,Saturday
Dishoom Covent Garden,Servers,2022-07-16,23,16,Saturday
Dishoom Covent Garden,Servers,2022-07-16,24,15,Saturday
Dishoom Covent Garden,Servers,2022-07-18,7,3,Monday
Dishoom Covent Garden,Servers,2022-07-18,8,5,Monday
Dishoom Covent Garden,Servers,2022-07-18,9,7,Monday
Dishoom Covent Garden,Servers,2022-07-18,10,7,Monday
Dishoom Covent Garden,Servers,2022-07-18,11,11,Monday
Dishoom Covent Garden,Servers,2022-07-18,12,11,Monday
Dishoom Covent Garden,Servers,2022-07-18,13,11,Monday
Dishoom Covent Garden,Servers,2022-07-18,14,12,Monday
Dishoom Covent Garden,Servers,2022-07-18,15,20,Monday
Dishoom Covent Garden,Servers,2022-07-18,16,14,Monday
Dishoom Covent Garden,Servers,2022-07-18,17,14,Monday
Dishoom Covent Garden,Servers,2022-07-18,18,14,Monday
Dishoom Covent Garden,Servers,2022-07-18,19,14,Monday
Dishoom Covent Garden,Servers,2022-07-18,20,14,Monday
Dishoom Covent Garden,Servers,2022-07-18,21,14,Monday
Dishoom Covent Garden,Servers,2022-07-18,22,14,Monday
Dishoom Covent Garden,Servers,2022-07-18,23,13,Monday
Dishoom Covent Garden,Servers,2022-07-18,24,5,Monday
Dishoom Covent Garden,Servers,2022-07-19,7,3,Tuesday
Dishoom Covent Garden,Servers,2022-07-19,8,6,Tuesday
Dishoom Covent Garden,Servers,2022-07-19,9,8,Tuesday
Dishoom Covent Garden,Servers,2022-07-19,10,10,Tuesday
Dishoom Covent Garden,Servers,2022-07-19,11,14,Tuesday
Dishoom Covent Garden,Servers,2022-07-19,12,12,Tuesday
Dishoom Covent Garden,Servers,2022-07-19,13,11,Tuesday
Dishoom Covent Garden,Servers,2022-07-19,14,12,Tuesday
Dishoom Covent Garden,Servers,2022-07-19,15,19,Tuesday
Dishoom Covent Garden,Servers,2022-07-19,16,16,Tuesday
Dishoom Covent Garden,Servers,2022-07-19,17,12,Tuesday
Dishoom Covent Garden,Servers,2022-07-19,18,12,Tuesday
Dishoom Covent Garden,Servers,2022-07-19,19,12,Tuesday
Dishoom Covent Garden,Servers,2022-07-19,20,12,Tuesday
Dishoom Covent Garden,Servers,2022-07-19,21,12,Tuesday
Dishoom Covent Garden,Servers,2022-07-19,22,12,Tuesday
Dishoom Covent Garden,Servers,2022-07-19,23,10,Tuesday
Dishoom Covent Garden,Servers,2022-07-19,24,1,Tuesday
Dishoom Covent Garden,Servers,2022-07-21,7,3,Thursday
Dishoom Covent Garden,Servers,2022-07-21,8,4,Thursday
Dishoom Covent Garden,Servers,2022-07-21,9,9,Thursday
Dishoom Covent Garden,Servers,2022-07-21,10,11,Thursday
Dishoom Covent Garden,Servers,2022-07-21,11,14,Thursday
Dishoom Covent Garden,Servers,2022-07-21,12,14,Thursday
Dishoom Covent Garden,Servers,2022-07-21,13,14,Thursday
Dishoom Covent Garden,Servers,2022-07-21,14,14,Thursday
Dishoom Covent Garden,Servers,2022-07-21,15,26,Thursday
Dishoom Covent Garden,Servers,2022-07-21,16,20,Thursday
Dishoom Covent Garden,Servers,2022-07-21,17,17,Thursday
Dishoom Covent Garden,Servers,2022-07-21,18,17,Thursday
Dishoom Covent Garden,Servers,2022-07-21,19,17,Thursday
Dishoom Covent Garden,Servers,2022-07-21,20,17,Thursday
Dishoom Covent Garden,Servers,2022-07-21,21,16,Thursday
Dishoom Covent Garden,Servers,2022-07-21,22,16,Thursday
Dishoom Covent Garden,Servers,2022-07-21,23,14,Thursday
Dishoom Covent Garden,Servers,2022-07-22,7,3,Friday
Dishoom Covent Garden,Servers,2022-07-22,8,5,Friday
Dishoom Covent Garden,Servers,2022-07-22,9,10,Friday
Dishoom Covent Garden,Servers,2022-07-22,10,10,Friday
Dishoom Covent Garden,Servers,2022-07-22,11,14,Friday
Dishoom Covent Garden,Servers,2022-07-22,12,15,Friday
Dishoom Covent Garden,Servers,2022-07-22,13,15,Friday
Dishoom Covent Garden,Servers,2022-07-22,14,15,Friday
Dishoom Covent Garden,Servers,2022-07-22,15,26,Friday
Dishoom Covent Garden,Servers,2022-07-22,16,21,Friday
Dishoom Covent Garden,Servers,2022-07-22,17,16,Friday
Dishoom Covent Garden,Servers,2022-07-22,18,16,Friday
Dishoom Covent Garden,Servers,2022-07-22,19,16,Friday
Dishoom Covent Garden,Servers,2022-07-22,20,16,Friday
Dishoom Covent Garden,Servers,2022-07-22,21,16,Friday
Dishoom Covent Garden,Servers,2022-07-22,22,16,Friday
Dishoom Covent Garden,Servers,2022-07-22,23,14,Friday
Dishoom Covent Garden,Servers,2022-07-22,24,14,Friday
Dishoom Covent Garden,Servers,2022-07-23,8,3,Saturday
Dishoom Covent Garden,Servers,2022-07-23,9,13,Saturday
Dishoom Covent Garden,Servers,2022-07-23,10,15,Saturday
Dishoom Covent Garden,Servers,2022-07-23,11,17,Saturday
Dishoom Covent Garden,Servers,2022-07-23,12,17,Saturday
Dishoom Covent Garden,Servers,2022-07-23,13,17,Saturday
Dishoom Covent Garden,Servers,2022-07-23,14,17,Saturday
Dishoom Covent Garden,Servers,2022-07-23,15,30,Saturday
Dishoom Covent Garden,Servers,2022-07-23,16,20,Saturday
Dishoom Covent Garden,Servers,2022-07-23,17,17,Saturday
Dishoom Covent Garden,Servers,2022-07-23,18,17,Saturday
Dishoom Covent Garden,Servers,2022-07-23,19,17,Saturday
Dishoom Covent Garden,Servers,2022-07-23,20,16,Saturday
Dishoom Covent Garden,Servers,2022-07-23,21,16,Saturday
Dishoom Covent Garden,Servers,2022-07-23,22,16,Saturday
Dishoom Covent Garden,Servers,2022-07-23,23,14,Saturday
Dishoom Covent Garden,Servers,2022-07-23,24,14,Saturday
Dishoom Covent Garden,Servers,2022-07-25,7,2,Monday
Dishoom Covent Garden,Servers,2022-07-25,8,4,Monday
Dishoom Covent Garden,Servers,2022-07-25,9,5,Monday
Dishoom Covent Garden,Servers,2022-07-25,10,8,Monday
Dishoom Covent Garden,Servers,2022-07-25,11,10,Monday
Dishoom Covent Garden,Servers,2022-07-25,12,10,Monday
Dishoom Covent Garden,Servers,2022-07-25,13,10,Monday
Dishoom Covent Garden,Servers,2022-07-25,14,10,Monday
Dishoom Covent Garden,Servers,2022-07-25,15,22,Monday
Dishoom Covent Garden,Servers,2022-07-25,16,18,Monday
Dishoom Covent Garden,Servers,2022-07-25,17,16,Monday
Dishoom Covent Garden,Servers,2022-07-25,18,16,Monday
Dishoom Covent Garden,Servers,2022-07-25,19,16,Monday
Dishoom Covent Garden,Servers,2022-07-25,20,16,Monday
Dishoom Covent Garden,Servers,2022-07-25,21,16,Monday
Dishoom Covent Garden,Servers,2022-07-25,22,15,Monday
Dishoom Covent Garden,Servers,2022-07-25,23,15,Monday
Dishoom Covent Garden,Servers,2022-07-28,7,2,Thursday
Dishoom Covent Garden,Servers,2022-07-28,8,4,Thursday
Dishoom Covent Garden,Servers,2022-07-28,9,5,Thursday
Dishoom Covent Garden,Servers,2022-07-28,10,6,Thursday
Dishoom Covent Garden,Servers,2022-07-28,11,10,Thursday
Dishoom Covent Garden,Servers,2022-07-28,12,10,Thursday
Dishoom Covent Garden,Servers,2022-07-28,13,10,Thursday
Dishoom Covent Garden,Servers,2022-07-28,14,10,Thursday
Dishoom Covent Garden,Servers,2022-07-28,15,19,Thursday
Dishoom Covent Garden,Servers,2022-07-28,16,20,Thursday
Dishoom Covent Garden,Servers,2022-07-28,17,14,Thursday
Dishoom Covent Garden,Servers,2022-07-28,18,14,Thursday
Dishoom Covent Garden,Servers,2022-07-28,19,14,Thursday
Dishoom Covent Garden,Servers,2022-07-28,20,14,Thursday
Dishoom Covent Garden,Servers,2022-07-28,21,14,Thursday
Dishoom Covent Garden,Servers,2022-07-28,22,14,Thursday
Dishoom Covent Garden,Servers,2022-07-28,23,14,Thursday
Dishoom Covent Garden,Servers,2022-07-28,24,1,Thursday
Dishoom Covent Garden,Servers,2022-07-29,7,3,Friday
Dishoom Covent Garden,Servers,2022-07-29,8,7,Friday
Dishoom Covent Garden,Servers,2022-07-29,9,11,Friday
Dishoom Covent Garden,Servers,2022-07-29,10,13,Friday
Dishoom Covent Garden,Servers,2022-07-29,11,16,Friday
Dishoom Covent Garden,Servers,2022-07-29,12,16,Friday
Dishoom Covent Garden,Servers,2022-07-29,13,16,Friday
Dishoom Covent Garden,Servers,2022-07-29,14,16,Friday
Dishoom Covent Garden,Servers,2022-07-29,15,30,Friday
Dishoom Covent Garden,Servers,2022-07-29,16,20,Friday
Dishoom Covent Garden,Servers,2022-07-29,17,17,Friday
Dishoom Covent Garden,Servers,2022-07-29,18,17,Friday
Dishoom Covent Garden,Servers,2022-07-29,19,17,Friday
Dishoom Covent Garden,Servers,2022-07-29,20,17,Friday
Dishoom Covent Garden,Servers,2022-07-29,21,17,Friday
Dishoom Covent Garden,Servers,2022-07-29,22,17,Friday
Dishoom Covent Garden,Servers,2022-07-29,23,15,Friday
Dishoom Covent Garden,Servers,2022-07-29,24,14,Friday
Dishoom Covent Garden,Servers,2022-07-30,8,3,Saturday
Dishoom Covent Garden,Servers,2022-07-30,9,9,Saturday
Dishoom Covent Garden,Servers,2022-07-30,10,13,Saturday
Dishoom Covent Garden,Servers,2022-07-30,11,16,Saturday
Dishoom Covent Garden,Servers,2022-07-30,12,16,Saturday
Dishoom Covent Garden,Servers,2022-07-30,13,16,Saturday
Dishoom Covent Garden,Servers,2022-07-30,14,16,Saturday
Dishoom Covent Garden,Servers,2022-07-30,15,29,Saturday
Dishoom Covent Garden,Servers,2022-07-30,16,20,Saturday
Dishoom Covent Garden,Servers,2022-07-30,17,17,Saturday
Dishoom Covent Garden,Servers,2022-07-30,18,17,Saturday
Dishoom Covent Garden,Servers,2022-07-30,19,17,Saturday
Dishoom Covent Garden,Servers,2022-07-30,20,17,Saturday
Dishoom Covent Garden,Servers,2022-07-30,21,17,Saturday
Dishoom Covent Garden,Servers,2022-07-30,22,17,Saturday
Dishoom Covent Garden,Servers,2022-07-30,23,15,Saturday
Dishoom Covent Garden,Servers,2022-07-30,24,13,Saturday
Dishoom Covent Garden,Servers,2022-07-04,7,4,Monday
Dishoom Covent Garden,Servers,2022-07-04,8,6,Monday
Dishoom Covent Garden,Servers,2022-07-04,9,6,Monday
Dishoom Covent Garden,Servers,2022-07-04,10,7,Monday
Dishoom Covent Garden,Servers,2022-07-04,11,11,Monday
Dishoom Covent Garden,Servers,2022-07-04,12,10,Monday
Dishoom Covent Garden,Servers,2022-07-04,13,10,Monday
Dishoom Covent Garden,Servers,2022-07-04,14,10,Monday
Dishoom Covent Garden,Servers,2022-07-04,15,20,Monday
Dishoom Covent Garden,Servers,2022-07-04,16,16,Monday
Dishoom Covent Garden,Servers,2022-07-04,17,13,Monday
Dishoom Covent Garden,Servers,2022-07-04,18,13,Monday
Dishoom Covent Garden,Servers,2022-07-04,19,13,Monday
Dishoom Covent Garden,Servers,2022-07-04,20,13,Monday
Dishoom Covent Garden,Servers,2022-07-04,21,13,Monday
Dishoom Covent Garden,Servers,2022-07-04,22,12,Monday
Dishoom Covent Garden,Servers,2022-07-04,23,12,Monday
Dishoom Covent Garden,Servers,2022-07-04,24,4,Monday
Dishoom Covent Garden,Servers,2022-07-05,7,3,Tuesday
Dishoom Covent Garden,Servers,2022-07-05,8,7,Tuesday
Dishoom Covent Garden,Servers,2022-07-05,9,10,Tuesday
Dishoom Covent Garden,Servers,2022-07-05,10,10,Tuesday
Dishoom Covent Garden,Servers,2022-07-05,11,13,Tuesday
Dishoom Covent Garden,Servers,2022-07-05,12,13,Tuesday
Dishoom Covent Garden,Servers,2022-07-05,13,13,Tuesday
Dishoom Covent Garden,Servers,2022-07-05,14,13,Tuesday
Dishoom Covent Garden,Servers,2022-07-05,15,25,Tuesday
Dishoom Covent Garden,Servers,2022-07-05,16,17,Tuesday
Dishoom Covent Garden,Servers,2022-07-05,17,16,Tuesday
Dishoom Covent Garden,Servers,2022-07-05,18,16,Tuesday
Dishoom Covent Garden,Servers,2022-07-05,19,16,Tuesday
Dishoom Covent Garden,Servers,2022-07-05,20,16,Tuesday
Dishoom Covent Garden,Servers,2022-07-05,21,16,Tuesday
Dishoom Covent Garden,Servers,2022-07-05,22,16,Tuesday
